1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,1
1,1,1,4,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,3,1,1,1,1
1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1
1,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1
1,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1
1,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1
1,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1
1,1,1,4,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,3,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
